name,vorname,titel,ort,empfangen,gesendet
Erb,Mathias,,Bappeltwweiler,0,1
Beza,s.n.,,s.l.,0,1
Martinengo,Ulysses,,Chiavenna,0,1
Egli,Tobias,,hur,0,1
Lydius,Martinus,,Tübingen,0,1
May,Claudius,,Bern,0,1
Friedrich,III.,,Lohrbach,0,1
cfienck,Mathias,,Augsburg,0,1
Sonett,Franz,,Chur,0,1
Neügeliijl,Christian,,Frauenfeld,0,1
lAobias,s.n.,,Chur,0,1
Schlusselberger,s.n.,,Gabriel,0,1
Brest,luuwju,,s.l.,0,1
Bald,Joachim,,Glarus,0,8
Ulmer,Johann Konrad,,Schaffh usen,0,1
Schenek,Mathits,,Augsburg,0,1
Campeil,Ulrich,,Süs SfrUch,0,1
Utenhove,Jan d.H.,,Basel,0,1
fetSiLHger,Heinrich,,Zürich,0,1
nallar,Johannes,,Bern,0,1
dieKopie,s.n.,,Neüws Testaments,0,1
vi,T,,Bern,0,1
Cx,Richard,,s.l.,0,1
Lasieki,Johannes,,Genf,0,1
Stetten,GeorgVon,,Augsburg,0,1
Nitgelifc,Christian,,Frauenfekd,0,1
Orth,Wigand,,Marburg,0,1
öD,Wistophe r,,Straburg,0,1
Ursinus,Zacharias,,s.l.,0,1
Seebach,Gregor,,Zürich,0,1
ftjäSB,s.n.,,s.l.,0,1
Fabricius,JoAhhanes v,,Chur,0,1
Milander,Engelberg,,Padua,0,1
Hyperius,Laurentius,,Marbii,0,1
...,s.n.,,Winterthur,0,1
Pincier,Joäknnes,,Marburg,0,1
Hochheizer,hristain,,SteinRhein,0,1
Zanchi,Hieronimo,,Chiavenna,0,4
Haller,WolfUm,,Regensburg,0,1
Curicae,Caelio Seeua,de,Basel,0,1
Haller,Johannes,,Lenzburg,0,1
Hochhozer,Christian,,Stein Rhn,0,1
fSülear,Benedikt,,s.l.,0,1
Wolf,Abraham,,St. PeterzellSG,0,1
Anienus,s.n.,,Glarus,0,1
von,Lupfen ustina,,Köln,0,1
ino,s.n.,,Lupffen Justrate vn,0,1
Hospinian,Johannes,,SBasel,0,1
ScStus,elberger,,Gabriel,0,1
Bäldi,J oachim,,glarus,0,1
Marcuard,s.n.,,Halse,0,1
Schlüsselbegger,Gabriel,,Nürnberg,0,1
WW.s,s.n.,,Chur,0,1
Rgppeltstein,Anna,,Rappolbsbein,0,1
K,Liner Hans,,St. Gallen,0,1
Zanchi,Hieronymus,,Heidelberg,0,5
WtiüS,i.,,Heidelberg,0,1
TorfporVe,eie,,Solothurn,0,1
Schenckius,Mathias,,Augsburg,0,1
gftWias,s.n.,,Ghur,0,1
Haller,Johannes,,Berh,0,1
Bttilinger,feinrich,,Zürich,0,1
Joachim,s.n.,,Glarus,0,1
Liner,n ns,,St. Gallen,0,1
Grantrye,Hwr,de,s.l.,0,1
Ostrorog,Johannes,,Genf,0,1
Marcuard,Slaise,,Lausanne,0,1
Du,Moulin,,Stra bürg ciruxru,0,1
SuPüinger,Heinrich,,Zürich,0,1
Fabricius,J bannes,,Chur,0,1
Jonvilliers,Charles,,Geatf,0,1
jcteaasi.,Johannes,,KU,0,1
Rappoltstein,Anna Alexamd,,V,0,1
Fabricius,JdapVnnes,,Chur,0,1
Herterus,Johannes,,Winterthur,0,1
ent,Hundt Christopher,,Strassburg,0,1
Venetz,Hs,,Sitten,0,1
itiSSehlS,s.n.,,ziirich,0,1
Walderykonrad,s.n.,,s.l.,0,1
eWen,Georg,von,A gsburg,0,1
Melander,Dionysius,,Kassel,0,1
Stetten,Georg,von,Bocksberg,0,5
Eabricius,s.n.,,Johannes,0,1
Sch.en.ck,Mathias,,Augsburg,0,1
Zanehi,Hieronimus,,Chiavenna,0,1
Ostrorlg,Wenzeslaus,,Ostrorogsrf,0,1
Bäabricius,Johannes,,Chur,0,1
Ulmer,Johann Konrqd,,Scherfhausen,0,1
Zanehi,Hieronimo,,Chiavenna,0,1
Thretius,s.n.,,Christoph,0,1
Bullinger,einrich,,Zürich,0,5
Marcuard,Blaise,,Lausanne,0,1
Coignet,MatthieuZA,,s.l.,0,1
Won,s.n.,,Wien. ,0,1
Beza,jaja Theodor,,Genf,0,1
Beza,Theodor,,v,0,1
olgnet,Matt hi eu v,,Paris,0,1
Wisseriburg,W lfgang,,Basel,0,1
Schenck,Mathias,,A gsbureg,0,1
Grindal,Edmund,,London,0,3
Strigel,Viktorin,,Leipzig,0,1
Ulmerbonrad,s.n.,,Schaffhausen,0,1
ülmer,Johann Konrad,,Melanchthon Philipp,0,1
Uss,Antorff Antwerpen,,Neue Zeitung,0,1
zSio,s.n.,,s.l.,0,1
Wilhelm,Landgraf,von,Rauschenberg,0,1
BullingerHeinrich,s.n.,,Zürich,0,1
Hehensax,yPhilip,von,s.l.,0,1
Fabricius,Johhmmes,,Chur,0,1
aiiuturum,talem imperatorem,,veram religionem vel opprimant,0,1
FabriciCus,Johannes,,Fideris,0,1
Mader,Balthasar,,Quatsapasa,0,1
uZj,s.n.,,s.l.,0,1
Schenk,Mathias,,Augsburg,0,1
Philippicis,Elias UVu,,Neueriburg,0,1
Turaer,William,,i irV y,0,1
Coignet,Matthieu SoW,,Paris,0,1
ospinlan,Johannes,,Basel,0,1
Pinci,p JohLnn s,,er,0,1
Wissenburg,olfgsng,,Basel,0,1
Sch.en.ck,Matthias,,Augsburg,0,1
Friedrich,III. v.d. Pfalz,,Heidelberg,0,1
Philipp,Landgraf,von,Rauschenberg,0,1
ItoSlM,s.n.,,s.l.,0,1
abrics,Johannes,,Chur,0,1
Stetten,Georg vog,,Ajjgsburg,0,1
Myszkowski,Stanislaus,,Krakau,0,2
Beza,Theodor,,Genf u,0,1
Crispinus,Leonham,,kio W Id s,0,1
Fabricius,Johannes,,Chu r,0,1
JonvilliArs,Charles,,Genf,0,1
Erastus,Thomas,,Roth bei Nürnberg,0,1
Haller,Johhnes,,Bern,0,1
Grantrye,Pierre,de,Erlenbach,0,1
Zanchi,Hieronimo,,Chlavenna,0,2
Lydius,Martin,,Frankfurt aM,0,1
AJbsendeL,s.n.,,Beza Theodor,0,1
Liner,Hans,,St. Gllen,0,1
Heri,s.n.,,s.l.,0,1
Stucki,Johann Wilhelm,,Paris,0,3
Erb,Mathias,,Reichenweier,0,1
FunckFunccius,Johannes,,Memmingen,0,1
abricius,Hohannes,,Chur,0,1
Lasieki,Johannes,,Paris,0,1
FimtiLer,Josua,,Biel,0,1
CognelsJ,Antoine,de,Heidelberg,0,1
Himer,Johann Conrad,,Schaffhausen,0,1
Friedrich,Pfüazgraf,,Heidelberg,0,1
Schüler,Johannes,,Uri,0,1
Wibume,Percival,,Zürich,0,1
AWSrohannes,s.n.,,Bern,0,1
üss,Heylberg,de,Neue Zeitung,0,1
Thretius,Christoph,,s.l.,0,2
t.,üss Franckrych,,Neue Zeitung,0,1
Uss,Sachsen Saxen,,Heue Zeitung,0,1
aSrcius,Johannes,,s.l.,0,1
Bellivre,Pemponne jLc,,Solothurn,0,1
Beza,Theodor,,Bolle,0,1
Funck,Johanne,,Memmingen,0,1
Belliävre,Pomponne,de,Solothurn,0,1
Kessler,Jehannes,,StBallen,0,1
Wilhelm,Hessen Landgrai,von,Kassel,0,1
urii,s.n.,,s.l.,0,1
Fahrclus,Johannes,,s.l.,0,1
Jacques,,de,I. VUer St. öl Covtg ne,0,1
Geistliehe,Zürich,von,Zürich,0,1
R,.RuAtlf kialUJ,,s.l.,0,1
Vietor,Heinrich,,Marburg,0,2
Haller,s.n.,,Johannes,0,2
n,s.n.,,Bappeltsweiler,0,1
jTirler,Stephan,,Heidelbrg,0,1
Ehern,jgaspurp CWn Kf h,,Heidelberg,0,1
abricius,Johhnnes,,Chur,0,1
Blaurer,Thomas,,Gyrsberg J,0,1
Zirler,Cirlerus Stephan,,z. Z. Augsburg,0,1
Fabricius,ohannes,,Chur im ext erwähnt,0,1
M,e Bürgermelster u. Rat,,s.l.,0,1
Sampson,Thomas,,London,0,1
Funck,Johannes,,Memmingen,0,2
Marburg,s.n.,,s.l.,0,1
Wissemburg,Wolfgang,,Basel,0,1
Blurer,Thomas,,tSf,0,1
Bellivre,s.n.,,Solothurn,0,1
Wilhelm,IV.  Hessen,von,Lij,0,1
Pflüger,Alexanr,de,Markw rq,0,1
Gwalther,Budolf,,Schaffhausen,0,1
Ballinger,Heinrich i,,Zürich V,0,1
Fihbri,cius J ohanne s,,Chur,0,1
Sulzer,Simon Basler Geistl,,Basel,0,1
Fabricius,Johannes,,Halenfeld,0,1
labrieins,Joh nes,,Chur,0,1
abricius,Johannnes,,Chur,0,1
St.Galler,Geistliche,,Gallen,0,1
St,Greller Geistliche,,St. Gallen,0,1
Büllinger,Heinrich,,Zürich,0,1
bricius,Johannes,,s.l.,0,1
Sulzer,Simon BaslerSeist,,Basel,0,1
Grübel,Sebastian,,Schaffhausen,0,1
Bellilvre,Pomponne,de,Solothurn,0,1
Mülhauser,Geistliche,,Mülhausen,0,1
Finck,onrad Wetzler Martin,,Mülhausen Eisass,0,1
Bbriciu,Johannes,,Chur,0,1
Geistlich,Mülhausen,von,IKtihausen,0,1
Beza,Theodor Compagnie pafr,,Genf,0,1
Schaffhauser,wietHehe,,Schaffhausen,0,1
eignet,Matthieu,,Paris,0,1
Giiomkl,Itel,,OsvoKaln,0,1
Coignet,Matthieu d.J.,,Paris,0,1
Fabriiius,Johannes,,Chur,0,1
Haller,Johammes,,Bern,0,1
Schemck,Mathias,,Augsburg,0,1
Finaler,Josua,,Biel,0,16
Stetten,Georg,von,Augsbetg,0,1
SltiliSSs,Savld,,Genf,0,1
Fabricius,Hohannes,,Chur,0,1
Bullinger,Heinrioh,,Zürich. ,0,1
SchnyderSartoriusAbraham,s.n.,,Bubikon,0,1
I,s.n.,,Chur,0,1
Georg,Stetten,von,fiSrämmratn Augslwrgr,0,1
Hohensaxv,Philipp vo n,,s.l.,0,1
...,s.n.,,o. O. Oxford oder London,0,1
Bellivre,Pomponne,de,Solothurn oder Bern,0,1
ZtrU,s.n.,,neideiberg,0,1
Hospiniam,Johannes,,Basel,0,1
Funck,Johannes,,Memmimge,0,1
Zanchi,Hleronlmo,,Chiavenm,0,1
Abel,John,,s.l.,0,1
Stetten,Georg,von,Augsbur g,0,1
BelilSvre,Towponrxe J,de,Solothurn,0,1
Stetten,,von,Augsburg,0,1
Crato,Johannes,,Augsburg,0,1
Johann,s.n.,,s.l.,0,1
Beza,Theodor,,ehf,0,1
BujLlinger,einrich,,lürich,0,1
Bäldi,Joachim,,Cf J,0,1
Helander,Dionysius,,Cassilia,0,1
Friedrich,Pfalzgraf,,Augsburg,0,1
Fbricus,Jöhannes,,s.l.,0,1
zjSirler,Stephan,,Augsburg,0,1
Salis,Friedrich,von,Memmingen,0,1
Bellive,Top,,Sölothurn,0,1
Strigelius,Victorinus,,Heidelberg,0,1
Zürcher,at,,s.l.,0,1
FMlippin,EliSi,,NeuehblNfg,0,1
fj,s.n.,,Bullinger einrich,0,1
Hugjo,Johannes I.,,s.l.,0,1
Thretiua,Christoph,,Krakau,0,1
tjavaeir,Ludwig,,AeugstZH,0,1
....,V .....,,f,0,1
CvuKCAAi,Ue Ir roi Nicolas J,,Selothum,0,1
Ceignet,Mattheus l,,Bickenbach zH,0,1
Turrianus,Hieronymus Flurs,,Chur,0,1
ZanehiHieronim,s.n.,,Chivenna,0,1
f,Hessen Wilhelm,von,s.l.,0,1
Wilhelm,Landgraf,von,Sl. . . ,0,1
T,s.n.,,Winterthur,0,1
Zureiter,Predikanten,,Zürich,0,1
iülTer,Johannes,,Bern,0,1
Hoehholzer,Christ,,Stein Bhiin,0,1
Zanchi,Hieronymo,,Chlavenna,0,1
Friedrich,Pfalzgraf,,Heidelberg,0,2
Liner,ans,,St. Sallen,0,1
Flnsler,Josua,,Biel,0,1
Ulmer,Johann Konrad,,SchafIhausen,0,1
r..,s.n.,,Chur,0,1
Fabrtcius,Johannes,,Chur,0,1
Pistorius,Thomas Ulrich,,Eppingen,0,1
afs,Friedrich,von,Chur,0,1
Schlüsselberger,Gabriel,,Nürnberg,0,34
Strigelius,Victorinus,,s.l.,0,1
tfi.meif,Johann Konrad,,Schaffhausen,0,1
Finsler,Josua,,Biel,0,8
Fabricius,Johannesy,,Chur,0,1
iaäcowski,Andreas,,ex saUim VVie. e. ntilt Vi. Uck,0,1
Zcius,Simon Zak,,Krakau,0,1
GiXowski,Pawel,,Auschwitz wicim,0,1
LaCroife,Abt  Orbais,von,Solothurn,0,1
BelliSvre,Pomponje,de,Solothurn,0,1
Hohen,sage Johann Philipp,,Genf von,0,1
BeiSvre,Foaponte,,Solothurn,0,1
Chur,s.n.,,s.l.,0,2
Fabricius,Johannas,,Chur,0,1
Zanchi,Hieronimo,,Chur,0,1
rtpir,j.,,er i i ere,0,1
loclfenckius,Mathias,,Augsburg,0,1
Funck,Johann,,Menuningem,0,1
Sprüngli,Bernhard,,vTr. X. i,0,1
St.Gallen,Prediger,,St. Gallen,0,1
Tübingen,Katharina Gräfin z,,Tübingen,0,1
Aichinger,Christopherus,,s.l.,0,1
Thretius,Christoph,,Baden,0,1
Egii,Tobias,,Chur,0,6
Stttten,Goerg,von,Augsburg,0,1
Haller,Johanney,,Bern,0,1
Lydius,s.n.,,Tübingen,0,1
Finck,Conrad,,Mülhausen,0,1
Gallatius,Nikolaus,,CKh tlön . rat o t vv,0,1
Beza,Theodoi,,Genf,0,1
Gener,Konrad,,Zürich,0,1
Letoald,Balthasas,von,Tübingen,0,1
fiadziwill,s.n.,,Nikolaus,0,1
otvvnf,s.n.,,i. crdt,0,1
Marcuaad,Blasius,,Lausanne,0,1
Eabricius,Johannes,,s.l.,0,1
Bellidvre,s.n.,,Pomponne de,0,1
Erb,Mathias,,Bappeltsweiler,0,1
Happoltstein,Anna Alexandria,,s.l.,0,1
Halwyl,Hartmann,von,j,0,1
Hessen,Wilhelm,von,Spangenbergk j,0,1
t,Salis Friedrich,von,s.l.,0,1
Erh,Mathias,,Rappoltsweiler,0,1
Zuleger,Wenzeslav,,Maulbronn,0,1
Oporin,ohannes,,Basel,0,1
U,Ohur,,den Decembris,0,1
Rappelt,st ein Anna AlexaM,,s.l.,0,1
BälcLi,Joachim,,Glarus,0,1
Hessen,Wilhelm,von,Spangenberg,0,1
Rappeltstein,Anna Alex.,,. Rappeltstein,0,1
sies,s.n.,,s.l.,0,1
sender,s.n.,,Heidelberg,0,1
Withers,George,,Barthelot John,0,1
Renty,ACnneltCgna,,Genf,0,1
Dathenus,Petrus,,Franckenthal,0,1
Bellifcvre,Pomponie le,,Solothurn,0,1
Fabricias,Johannes,,Chur,0,1
Dathenus,Petrus,,Heidelberg,0,1
Zirler,Stephan,,Heidelberg,0,1
t.,s.n.,,Heidelberg,0,1
üontus,Chri stophoijusj,,s.l.,0,1
Sarnlckl,Stanislaus,,Krakma,0,1
Gei,st liee  Lyon,von,Lyon,0,1
Ursinus,Zacharias,,Heidelberg,0,19
t,s.n.,,Bprthelottus Hohannes,0,1
ChristophPfalzgraf,b.RhSn,,Genf,0,1
Hohensax,ffohamn Philipp vc,,Genf,0,1
von,HohenSax,,Ulrich Philipp,0,1
Zabricius,Johannes,,iChur,0,1
Cotjaet,Mathieu jun.,,s.l.,0,1
,,Geistliche,Lyon,0,1
aSä,Joachim,,Glarus,0,1
Schüler,Paul,,Glarus,0,1
Liner,Hans,,St. Gallen,0,62
Liner,Sans,,t . Ballen,0,1
Hkllwil,Hartmann,von,Bom,0,1
C,Salis Frieditch,von,Chur,0,1
ISillinger,Heinrich,,Zürich,0,1
Hillei,Richard,,Antwerpen,0,1
Schlüsselberger,Gabriel,,s.l.,0,3
Haller,Johannes V,,Bern,0,1
de,Grantxye Pierre,,SrleribachZ H,0,1
Prazmowski,Andreas,,Badziejow,0,1
Bellivre,Poaponne Jie,,Chur,0,1
Atmender,s.n.,,abrjcius Johannes,0,1
Bullinher,Heinrich,,Zürich,0,1
Schenek,Matthias,,Augsbifceg,0,1
Zanchi,Hleronimo,,Chiavenna,0,1
Nägeli,Christian,,Frauenfeld,0,1
Theodor,s.n.,,s.l.,0,1
girier,Stephan,,s.l.,0,2
rastus,Thomas,,Heidelberg,0,4
Steiger,Johann,,Bern,0,5
Egli,Tobias,,Bussikon,0,1
Hohensax,philipp,von,lts I OT,0,1
Bellievre,Pomponne,de,Chur,0,1
Fafcricius,Johannes,,Chur,0,1
A,s.n.,,a dey,0,1
Bullinger,einrich,,ZSrich,0,1
Liner,H ns,,Sta Gallen,0,1
BelliSvreV.,fie,de,Solothurn,0,1
Hohensax,Ulrich Philipp,,Uster,0,3
Eanchl,Hlerooiao,,sfcSSRGBBOMk,0,1
Rftbriciup,Johannes,,Chur,0,1
C,eignet Matthieu fvUui,,Paris,0,1
i,s.n.,,Bern,0,1
Stucki,ohann Wilhelm,,Paris,0,1
Fabricius,Jhhann.es,,Chur,0,1
Bellievre,Pompinie u,,Chur,0,1
Ibriciug,Johanne a,,Chur,0,1
Bellivre.,äW üe,,Solothurn,0,1
afler,Johannes,,Bern,0,1
Bellivre,Pompone,,Solothurn,0,1
Erb,Mathiss,,Happoltsweiler,0,1
eodor,s.n.,,Genf,0,1
Erb,Mathias,,Happoltsweller,0,1
Sastick,Stanislaus,,Krakau,0,1
Wiburae,Percfval,,London,0,1
ülmer,Johann Konrad,,Schaffhausen,0,1
G.evsH.tV.,s.n.,,Eyvde,0,1
Liner,Hans,,StGallen,0,3
afJrfcius,Johannes,,Lehen Datums,0,1
abrieius,s.n.,,Johannes,0,1
i,s.n.,,Wittenberg,0,1
larcuard,Blaise,,Lausanne,0,1
Grantrye,Pierre,de,Haldenstein,0,1
Pontisetla,Johannes,,Chur,0,1
Schlüssfclberger,Gabriel,,Nürnberg,0,1
Pflüger,Alexanr,de,Kassel,0,1
Grindal,EdmuruE,,s.l.,0,1
Z,es,,s.l.,0,1
St.Gallen,.Prediger,,St. Gallen,0,1
Finaler,Josua,,TSieU,0,1
I,s.n.,,Beza Theodor,0,1
Hessen,Philipp,von,Kassel,0,1
Haller,Johannes,,Ber n,0,1
Gilowski,Paul,,a ku. . C,0,1
rr,O vt S,,Gemf,0,1
Szadkowski,Andreas,,Wie. Ufrii ViffUfrZ. W,0,1
Liner,ans,,StGallen,0,1
Stetten,Georg,von,Bocksperg,0,1
vampeil,Ulrich,,CllUP CWxfLjtclA t f vV,0,1
tiewpei,s.n.,,Chur,0,1
User,Heinrich,,Zürich,0,1
Hug,Joha,,Glarus,0,1
mer,Johann Konrad,,Schaffhausen,0,1
Franz.,Geistliche in,,Genf,0,1
Beza,Theodor,,en f,0,1
Beza,Theodor,,Compagnie,0,1
Landamaxm,und Landsgemein,de,Glarus,0,1
de,Bevre Pomponne,,Baden,0,1
Ulaer,Johann KonracL,,Schaffhausen,0,1
Ulmer,Johann Eonrad,,Schaffheyuen,0,1
Liaer,Hans,,St. Gallea,0,1
Stetten,Georg,von,Bocksherg,0,1
Bürgermeister,und Hat,von,Chur,0,1
Bullinear,einrich,,ürich,0,1
Aiehinger,Christoph,,s.l.,0,1
Bxllinger,Heinrich,,Zürich,0,1
Heyer,Rudolf,,Herisau,0,1
Egli,Tobias,,Ghur,0,4
Hugjpl,Johann J,,Glarus,0,1
Ellerbach,Madl,von,U lCer,0,1
otomannus,Franciscus,,Genf,0,1
ülmer,Johann Konrad,,Schaffhau sen,0,1
Horn,Robert,,Farnham Castle,0,1
jasfus,Johannes,,Padua,0,1
Bullinger,Beinrich,,Zürich,0,1
Egli,Tobias C,,Chur,0,1
Hotiman,Frangois,,Genf,0,1
aapeli,Ulrich,,Chur,0,1
m,Christoph,,Heidelberg,0,1
Hugb,Johannes,,Glarus,0,1
Steiger,Johann,,BadenAe,0,1
Müller,Johann Baptist,,Haldenstein,0,2
Steiger,Johann,,Baden,0,1
Erni,Lienhart,,FehrAltorf,0,1
Bullinger,Heinrich,,Zürdrch,0,1
ZtW,Johannea J,,s.l.,0,1
x,s.n.,,Haller Johannes,0,1
Müller,Johann Baptist,,Haldenstain,0,1
Herdessianus,Christoph,,Nürnberg,0,1
Hotman,Franc ois,,s.l.,0,1
Platter,Felix,,Basel,0,1
Hohensax,b,,Ulrich,0,1
Liner,ans,,St. Gallen,0,1
Dasypodius,Konrad,,Strahurg,0,1
Tf,obia,,Chur,0,1
üster,s.n.,,s.l.,0,1
Hugo,JojäpVnes,,Glarus,0,1
Thomann,Bregor,,Heidelberg,0,1
von,Hohensax Ulrich Philipp,,Uster,0,1
Beza,Thoedor,,Genf,0,1
Hotmann,Francois,,Genf,0,1
cälusselberger,Gabriel,,s.l.,0,1
urnäofer,Laurenz,,Nürnberg,0,1
Idner,Hans,,St. Gallen,0,1
Kugelmann,Georg,,GrönenbactO,0,1
Simler,Rosias,,s.l.,0,1
Haller,Wolfgang,,Baden A,0,1
Stetten,Regina,von,steV,0,1
Schlüsselberger,Gabriel,,Baden az,0,1
Stetten,Begindizvn,,Baden Ae,0,1
Dürnhofer,Lorenz,,Nürnberg,0,2
Haller,Wolfgang,,AG,0,1
Cox,Richard Bischof,von,Ely,0,1
Haller,Wolfgang,,J Adi,0,1
Haller,Wolfjpeepi,,U. ,0,1
Haller,Wolfgang,,Baden,0,1
Haller,Wolfgang,,Baden ZAS,0,1
Schlüsselherger,Gabriel,,Nürnberg,0,1
Hugj,Johannes,,Glarus,0,1
Hotomannus,Franciscus,,Genf,0,1
Stetten,Georg,von,Hiet. . ,0,1
Uss,Rom,,Neue Zeitung,0,1
Haller,Wolfgang,,S,0,1
Uss,Venedig,,Neue Zeitung,0,1
HugoJohannes,s.n.,,Glarus,0,1
Dasypodius,Konrad,,Strassburg,0,2
Müller,Kaspar,,Glarus,0,1
Hohensax,Ulrich Philipp,von,ferii,0,1
Uss,Bern,,Neue Zeitung,0,1
Gwalther,Rudolf dJ.,,s.l.,0,1
Uss,Kürenberg Nürnberg,,Neue Zeitung,0,1
Thyenaeus,Odoardus,,Psyerne,0,1
Uss,Chur,,Neue Zeitung,0,1
Haller,Wolfgang,,t,0,1
Hohensax,Ulrich Philipp,von,Forstest,0,1
Parkhurst,s.n.,,Ludham,0,1
Stetten,Georg,von,ctL. ,0,1
de,Bellivre Pomponne,,Solothurn,0,1
Schlüsselberger,Sabriel,,Nürnberg,0,1
Aichinger,Christoph,,s.l.,0,2
de,BelliSvre Pompnne,,Solothurn,0,1
de,BelliSvre Pomponne,,Solothurn,0,1
Müller,Johann Baptist,,Basel,0,10
Londanus,BicaMdus,,AiSstit,0,1
ei,U,,AeH md fry,0,1
Crapicensis,HUcblans Albert,,Li,0,1
Hugo,Johannes II.,,Glarus,0,2
Hotomanus,Franclscus,,Genf,0,1
ichinger,C.,,Schopf heikM,0,1
Haller,Wolfjpag,,Amberg,0,1
T,s.n.,,Ttoxfhcribgweiler,0,1
Wittgenstein,Ludwig veaa,,i. W,0,1
Müller,s.n.,,Basel,0,1
Schüler,Fridolin,,larus,0,1
Midi,Michael,,Glarus,0,2
lüllinger,Heinrich,,Zürich,0,1
Erafctus,Thomas,,Heideberg,0,1
,,Geistliche,Schreiber. Thanaudus Joha,0,1
Teb,ias,,s.l.,0,1
Friedrich,r Pfalz,de,s.l.,0,1
Gracilis,St...,,Basel,0,1
Hohensax,Ulrich Philipp vo,,Forstel,0,1
Lentulus,Scipio,,Chiavenna J,0,1
Steiger,Joh im,,Baden,0,1
Wittgenstein,Ludwig,von,tvonJanJ zu VVj,0,1
Dürnhofer,Laurent,,Nürnberg,0,1
Beza,Theodoer,,Genf,0,1
von,Strünckter Georg,,Köln,0,1
Liner,Hans,,St. Sailen,0,1
Zanchi,Girolamo,,Heidelberg,0,2
Kirche,,von,St. Gallen,0,1
Eäler,Johannes,,Bern,0,1
Hohensax,Jcibeam Ulrich TVUip,,Uster,0,1
frasfus,Thomas,,s.l.,0,1
Erast,Thomas,,Heiedelberg,0,1
Eamus,Pierre,,s.l.,0,1
urniiofer,Laurentius,,Nürnberg,0,1
fg,i loMa,,Chur,0,1
i,s.n.,,St. Gallen,0,1
Egli,Dobias,,Chur,0,1
Sandys,Edwin,,Londodn,0,1
Ramus,Pierre,,Paris,0,1
Ulmer,Johann Conrad,,Schaffhausen,0,6
Müschius,Johannes,,Basel,0,1
Bluntfcschli,Johannes,,OttehbachJ,0,1
Melander,Dionysius,,e,0,1
Wittgenstein,Ludwig Gf,,s.l.,0,1
CaaSell,Ulrich,,Chur f j,0,1
Hugfcj,Zohannes,,Glarus,0,1
Languet,Hubert,,Frankfurt,0,2
Hospiniaa,Johannass,,Basel,0,1
Hospinian,Johannnes,,Basel,0,1
fefailer,Johannes,,Bern,0,1
sender,s.n.,,Chur,0,1
Srindal,Edmund,,s.l.,0,1
ullinger,einrich,,Zürich,0,1
ZfcW,s.n.,,s.l.,0,1
Zürcher,Examinatoren,,Zürich,0,2
Consensus,Dresns s X,de,s.l.,0,1
R.G.,s.n.,,V. j,0,1
Murer,Johann Jakob,,Leipzig,0,1
Ulaer,Johanni Konrad,,s.l.,0,1
Tillmann,Samuel,,s.l.,0,1
Billinger,Heinrich,,Zürich,0,3
Ulmer,Johann KonracL,,Schaff hausen,0,1
Gampell,Ulrich,,Chur,0,2
Ulmer,s.n.,,Johann Konrad,0,1
HugfoJobannes,s.n.,,Glarus,0,1
V,s.n.,,Glarus,0,1
Bhllinger,Heinrich,,Zürich,0,2
Ulmer,Johann Konrad,,Schaffhuasen,0,1
Hohensax,Ulrich Philipp,von,Forstegg,0,1
ai,er Johannes,,Bern,0,1
Ein,gar wunrbarlich und,de,aus einem sonst nicht,0,1
Schmier,Fridolin,,Glarus,0,1
Stetten,Georg,von,Augst Arg,0,1
Egli,Tobias,,Chub,0,1
Grindal,Edaund,,Bishopstorpe,0,1
uarivono,Thoaaso,,Morbegno,0,1
Hotmann,Francois,,f yi,0,1
flrT,o W J,,Ow j,0,1
Wner,Georg kJ,,Augsburg VlrU,0,1
Oox,Richard,,Ely,0,1
Kirche,Zürich,,Pfarrer und Professoren,0,1
uTflnger,Heinrich,,Zürich,0,1
ffilUger,Heinrich,,Zürich,0,1
Gwalther,Rudolf d.J.,,Cambridge,0,1
Bullinger,Heinrich jun,,Berg,0,1
Hohensax,s.n.,,MB Ulrich TkiLff,0,1
Mont,Christophen,,Strahurg,0,1
Wls,Blehard,,London,0,1
lflH,Dohami Konrad,,Schaffhausen. ,0,1
Hohensax,Johann Philipp,,ja ru f,0,1
Ceignet,atthieu,,Paris,0,1
alYer,s.n.,,A,0,1
Wir,Johannes,,Bern,0,1
von,Hohensax Johann Philip,,Paris,0,1
Etius,Johannes,,Paris katicUi yu,0,1
Butler,Heinrich Henry,,CambridgeChristi College,0,1
Bachofen,Matthias,,SteckbornTG,0,1
Bullinger,Heinrich,,jun,0,1
tPJtKjer,s.n.,,s.l.,0,1
Ulaer,Johann Eonrad,,SchafIhausen,0,1
st,vt,,Nürnberg,0,1
ülmer,Johann Konrad,,. schaffhausen,0,1
Ussinus,Zacharias,,Heidelberg,0,1
ul,nger Heinrich,,Zürich,0,1
illrslnus,Zacharias,,Heidelberg,0,1
UJfipbias,s.n.,,Chur,0,1
Mffier,Eohann Baptist,,Haldenstein,0,1
Ulster,Johann Konrad,,Schaffhausen,0,1
Lochmann,Hans Heinrich,,Genf,0,1
SfcSäP,heodor,,Genf,0,1
Hohensax,JohannPhilipp,,Paris,0,1
Wolfgang,Erlach,von,Augsburg,0,1
Stipel,ins Christoph,,Strassburg,0,1
Bürgermeister,und Rat,von,Schaff hausen,0,1
aus,AntorffAntwerpen,,Neue Zeitung,0,1
gtl,foMas,,Chur,0,1
ffgll,loblas,,Chur,0,1
Hohensax,Johann Philipp vo,,Taris,0,1
U,Augspurg,,Neue Zeitung,0,1
Friedrich,PfAlzgf bei Eheiz,,Heidelberg,0,1
